place_id,place_name,latitude,longitude,category,subcategory,address,rating,rating_normalized,tags,source,osm_id,website,phone,opening_hours,cuisine,description,wheelchair,fee,image,is_free,is_open_24h,price_level,category_label
OPE_13638581258,Kunal Hotel,18.610988,73.783635,hotel,hotel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,13638581258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_13381083349,Kwality Biryani,18.577429,73.876335,hotel,hotel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,13381083349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_6464924885,La Vida Loca,18.594248,73.80338,hotel,apartment,N/A,N/A,,accommodation|stay|lodging,openstreetmap,6464924885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_3754528428,Lake Vintage,18.536878,73.782851,hotel,apartment,N/A,N/A,,accommodation|stay|lodging,openstreetmap,3754528428,N/A,N/A,N/A,N/A,Project by M/S Gokhale Patwardhan Co.,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_359573725,Marriott,18.591595,73.74678,hotel,hotel,"19, Hinjawadi Road, Pune, 411057",N/A,,accommodation|stay|lodging,openstreetmap,359573725,https://www.marriott.com/hotels/travel/pnqph-courtyard-pune-hinjewadi/,+91 20 42122222,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_10727277995,Mauli Pg,18.597801,73.764638,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,10727277995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_10727278003,Mauli Pg,18.597817,73.764111,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,10727278003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_7837166085,Meghbindu Boys' Hostel,18.611057,73.759747,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,7837166085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_3646123801,Meghmalhar,18.444388,73.797529,hotel,apartment,"DSK Vishwa Colony, Pune, 411041",N/A,,accommodation|stay|lodging,openstreetmap,3646123801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_10091349946,Mejwani Pure Veg,18.444589,73.785571,hotel,hotel,"Sinhagad Road, Pune, 411024",N/A,,accommodation|stay|lodging,openstreetmap,10091349946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_383483089,Mind Space Hotel,18.627528,73.80352,hotel,hotel,"Old Mumbai-Pune Highway, Pune",N/A,,accommodation|stay|lodging,openstreetmap,383483089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_274017586,Mit Boys Hostel,18.508415,73.820328,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,274017586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_13519341929,Mokhshitha Reddy Studio Rooms Pg,18.592272,73.743225,hotel,hostel,N/A,N/A,,accommodation|stay|lodging,openstreetmap,13519341929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
OPE_3754525910,Mukta Residency,18.538276,73.782308,hotel,apartment,N/A,N/A,,accommodation|stay|lodging,openstreetmap,3754525910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,budget,Hotel / Accommodation
